form,rtol,N,a1,a2,omega1,omega multiplier,phi1,phi offset,square,chi,gamma,triangle,alpha,tilde,star,beta,rho,epsilon,delta
DS-p,1e-11,51,35.0,35.0,104.7,2.0,1.5707963267948966,0.7853981633974483,(-4.112452831397939e-08+3.1502895810227305e-08j),(7.288229522152412e-08+6.986482106605863e-11j),(-0.9183376612176338-0.31922503830708077j),(0.00048012210976936844+0.0002846821592883942j),(-0.001014229864594006+1.705047705106599e-11j),(-0.9432984521058865+0.20564896762218024j),(-0.0011161592205865666+0.0001254846804113396j),(0.002131002379553038+7.067614182468813e-11j),(-0.9861053172934713+0.117028905971856j),(0.0005604619280434424-4.9756274639814555e-05j),(-0.0011169258631251967+3.22360476786949e-11j)
DS-p,1e-11,51,35.0,35.0,104.8,2.0,1.5707963267948966,0.7853981633974483,(-4.098812093553117e-08+3.133796822995388e-08j),(7.260758427135583e-08+7.010748278954283e-11j),(-0.918489375319009-0.3189486935418041j),(0.0004793619167558459+0.000283899585772184j),(-0.001012506444688116+1.7180538130433186e-11j),(-0.943403651353894+0.20547231482658443j),(-0.0011140544759456264+0.0001251264100902809j),(0.0021271715790417735+7.091984925553445e-11j),(-0.9861316816039292+0.11691943270069761j),(0.0005594003759100477-4.961448514313651e-05j),(-0.0011148179292596767+3.2414056688844785e-11j)
DS-p,1e-11,51,35.0,35.0,104.9,2.0,1.5707963267948966,0.7853981633974483,(-4.085054595981408e-08+3.117628462508126e-08j),(7.233729982548953e-08+7.031395385809641e-11j),(-0.9186406710401638-0.31867279663928855j),(0.00047860332453832956+0.00028311984750732893j),(-0.0010107871706959773+1.7286648767572808e-11j),(-0.9435085610315703+0.20529594420671646j),(-0.0011119556523521736+0.000124769501271175j),(0.002123350867797441+7.112729052570008e-11j),(-0.9861579710763074+0.1168101619348521j),(0.0005583418307989856-4.947323448299722e-05j),(-0.0011127159341890501+3.2572190843012767e-11j)
DS-p,1e-11,51,35.0,35.0,105.0,2.0,1.5707963267948966,0.7853981633974483,(-4.0711497301809674e-08+3.101714471549777e-08j),(7.207156497122946e-08+7.046359717650217e-11j),(-0.9187915499018553-0.3183973466131333j),(0.000477846329861668+0.00028234293113405364j),(-0.001009072030135956+1.7345397049252494e-11j),(-0.9436131821891888+0.2051198551573567j),(-0.0011098627277167858+0.0001244139468981045j),(0.0021195402115959713+7.12783642100049e-11j),(-0.9861841859930169+0.11670109311843413j),(0.0005572862813837814-4.933252061796673e-05j),(-0.0011106198556113493+3.268735725407429e-11j)
DS-p,1e-11,51,35.0,35.0,105.1,2.0,1.5707963267948966,0.7853981633974483,(-4.061648335718093e-08+3.0989462823996505e-08j),(7.180918939683756e-08+6.645369541078736e-11j),(-0.9189420134130647-0.3181223424765585j),(0.0004770909104781923+0.0002815689739014671j),(-0.0010073610120724247+1.4698503172265875e-11j),(-0.9437175158722719+0.20494404706916447j),(-0.0011077756768554815+0.00012405975294166923j),(0.0021157393454822072+6.728423480331579e-11j),(-0.9862103266321256+0.11659222570532492j),(0.0005562337016660722-4.9192463246205704e-05j),(-0.0011085296719938655+3.0082085973125364e-11j)
DS-p,1e-11,51,35.0,35.0,105.2,2.0,1.5707963267948966,0.7853981633974483,(-4.047090012421206e-08+3.082385481231742e-08j),(7.154834684615363e-08+6.677501641004385e-11j),(-0.9190920630863405-0.31784778324909285j),(0.00047633709803620444+0.0002807976785068702j),(-0.0010056541009638847+1.4651889567382525e-11j),(-0.943821563113884+0.20476851935156615j),(-0.0011056944804523003+0.00012370690105437294j),(0.0021119486975470537+6.759654961677612e-11j),(-0.9862363932709015+0.11648355912936621j),(0.0005551841119780139-4.905280455253175e-05j),(-0.001106445356883935+3.012085308762087e-11j)
DS-p,1e-11,51,35.0,35.0,105.3,2.0,1.5707963267948966,0.7853981633974483,(-4.033362903735349e-08+3.0672213165161555e-08j),(7.128853851505468e-08+6.679546145858853e-11j),(-0.9192417004254637-0.3175736679516555j),(0.00047558486945867805+0.0002800291526997424j),(-0.0010039512953077673+1.462526345670051e-11j),(-0.943925324962614+0.20459327140078168j),(-0.0011036191266047997+0.0001233553740790311j),(0.002108167993463023+6.761921403290352e-11j),(-0.986262386198455+0.11637509284990097j),(0.0005541374786891713-4.8913685555214415e-05j),(-0.0011043668991211914+3.0145757726705614e-11j)
DS-p,1e-11,51,35.0,35.0,105.4,2.0,1.5707963267948966,0.7853981633974483,(-4.019832862758865e-08+3.052232376045405e-08j),(7.102852133365756e-08+6.679401165513616e-11j),(-0.9193909269240588-0.3172999956064894j),(0.0004748342212574242+0.0002792633988339859j),(-0.0010022525788909303+1.4588128079659874e-11j),(-0.9440288024476512+0.20441830261733332j),(-0.001101549587357288+0.00012300517786499772j),(0.002104397203556825+6.761994894688947e-11j),(-0.9862883056892341+0.1162668263194716j),(0.0005530937942840562-4.877509214006471e-05j),(-0.0011022942719436492+3.015695707525249e-11j)
DS-p,1e-11,51,35.0,35.0,105.5,2.0,1.5707963267948966,0.7853981633974483,(-4.0066174461506066e-08+3.0361323861277656e-08j),(7.076178629335239e-08+6.716316787916017e-11j),(-0.9195397438890989-0.3170267651819295j),(0.00047408514420970056+0.00027850041176711313j),(-0.0010005578835475468+1.534207352936095e-11j),(-0.9441319963736092+0.20424361234579497j),(-0.0010994858381219823+0.00012265633032989675j),(0.0021006362879776898+6.798541280795138e-11j),(-0.986314151775648+0.11615875896981241j),(0.0005520530480999479-4.863700839195578e-05j),(-0.001100227455323323+3.040049639588582e-11j)
DS-p,1e-11,51,35.0,35.0,105.6,2.0,1.5707963267948966,0.7853981633974483,(-3.993412308819777e-08+3.020833364703046e-08j),(7.04995246122303e-08+6.722136518889966e-11j),(-0.9196881531699778-0.316753975821475j),(0.0004733376450906709+0.00027774016346469323j),(-0.0009988673132221432+1.5488917075560336e-11j),(-0.9442349082158943+0.20406920010739593j),(-0.001097427863442588+0.00012230878132401656j),(0.0020968852234758955+6.804271107376277e-11j),(-0.9863399252286551+0.11605089030322868j),(0.0005510152277075735-4.849945358867836e-05j),(-0.0010981664253931827+3.04847669383399e-11j)
DS-p,1e-11,51,35.0,35.0,105.7,2.0,1.5707963267948966,0.7853981633974483,(-3.9804214122668435e-08+3.0056410834158886e-08j),(7.02365686184453e-08+6.727329393365773e-11j),(-0.919836156046665-0.31648162649328226j),(0.0004725917156947392+0.00027698264937404244j),(-0.0009971807965383633+1.5627014041861727e-11j),(-0.9443375387558749+0.20389506524638262j),(-0.0010953756395102165+0.00012196254394029535j),(0.002093143971816286+6.809398793837154e-11j),(-0.9863656260622611+0.11594321975504375j),(0.0005499803228989145-4.8362417070806855e-05j),(-0.0010961111615652068+3.05528126157229e-11j)
DS-p,1e-11,51,35.0,35.0,105.8,2.0,1.5707963267948966,0.7853981633974483,(-3.967000547500099e-08+2.990146460556814e-08j),(6.997882067046046e-08+6.723994677349759e-11j),(-0.9199837542065014-0.31620971630541034j),(0.0004718473580932192+0.000276227851737866j),(-0.0009954983162100903+1.567427507077432e-11j),(-0.9444398892311877+0.20372120721726542j),(-0.0010933291428362173+0.00012161760390004984j),(0.0020894125060538712+6.805591649973217e-11j),(-0.9863912547935298+0.11583574681425075j),(0.0005489483237320104-4.822589499249271e-05j),(-0.001094061640867213+3.0697947443479203e-11j)
DS-p,1e-11,51,35.0,35.0,105.9,2.0,1.5707963267948966,0.7853981633974483,(-3.9544430976284906e-08+2.975239131192825e-08j),(6.971469876902725e-08+6.721156646901728e-11j),(-0.9201309486935381-0.3159382441486306j),(0.0004711045580436356+0.0002754757705553323j),(-0.0009938198706689466+1.5735006434252013e-11j),(-0.9445419602253435+0.20354762533636675j),(-0.0010912883563267521+0.00012127397055961952j),(0.0020856907804849573+6.802721705652471e-11j),(-0.9864168112283722+0.11572847088894533j),(0.0005479192175635757-4.8089888692665755e-05j),(-0.0010920178448478252+3.071029015034822e-11j)
DS-p,1e-11,51,35.0,35.0,106.0,2.0,1.5707963267948966,0.7853981633974483,(-3.942072970136712e-08+2.960598931463221e-08j),(6.945096393470851e-08+6.714113251694097e-11j),(-0.9202777411631513-0.31566720912965884j),(0.00047036331799794884+0.00027472638902021045j),(-0.0009921454419816803+1.5755152380067127e-11j),(-0.9446437529481381+0.20337431905667028j),(-0.0010892532558581143+0.00012093163086396991j),(0.0020819787692002226+6.795671575295458e-11j),(-0.9864422958608116+0.11562139146943878j),(0.0005468929950251319-4.795439333884349e-05j),(-0.001089979750431399+3.068946474601888e-11j)
DS-p,1e-11,51,35.0,35.0,106.1,2.0,1.5707963267948966,0.7853981633974483,(-3.929812370309649e-08+2.9462880977819406e-08j),(6.91898438924532e-08+6.702867352620033e-11j),(-0.9204241330567384-0.31539661028018134j),(0.00046962363382770274+0.0002739796944905262j),(-0.0009904750186747469+1.5696074701798847e-11j),(-0.944745268391777+0.20320128778359198j),(-0.0010872238221331099+0.0001205905762003117j),(0.002078276437383191+6.784681553183377e-11j),(-0.9864677089506121+0.11551450801804708j),(0.0005458696441991116-4.781940900085418e-05j),(-0.001087947338574576+3.0650264656891314e-11j)
DS-p,1e-11,51,35.0,35.0,106.2,2.0,1.5707963267948966,0.7853981633974483,(-3.917706570266688e-08+2.9320319333038525e-08j),(6.892753054259237e-08+6.688412053993092e-11j),(-0.9205701258288933-0.3151264466557932j),(0.0004688855043761299+0.0002732356748960153j),(-0.0009888085874992097+1.5655917989957436e-11j),(-0.9448465075661244+0.20302853094024095j),(-0.0010852000306429757+0.000120250804004636j),(0.002074583756810829+6.770257398092698e-11j),(-0.9864930507806687+0.1154078200119534j),(0.0005448491570804979-4.768492968865515e-05j),(-0.001085920583853416+3.056549570518214e-11j)
DS-p,1e-11,51,35.0,35.0,106.3,2.0,1.5707963267948966,0.7853981633974483,(-3.9056633954759334e-08+2.9178634896286082e-08j),(6.866630988117128e-08+6.67035427558467e-11j),(-0.9207157209091082-0.3148567172939022j),(0.0004681489254026866+0.0002724943172336821j),(-0.0009871461372422397+1.5581198948356927e-11j),(-0.9449474714560326+0.20285604793441803j),(-0.0010831818625125084+0.00011991230564052484j),(0.0020709006927980642+6.75228909169191e-11j),(-0.9865183216099113+0.11530132691685718j),(0.0005438315216650391-4.7550955283575704e-05j),(-0.0010838994676286755+3.045844186052233e-11j)
DS-p,1e-11,51,35.0,35.0,106.4,2.0,1.5707963267948966,0.7853981633974483,(-3.8937288754370414e-08+2.9038897366578942e-08j),(6.84061782860873e-08+6.652121735776066e-11j),(-0.9208609197268813-0.3145874212410919j),(0.000467413893315732+0.0002717556109553222j),(-0.0009854876561129627+1.549710073674896e-11j),(-0.9450481610490107+0.20268383818098257j),(-0.0010811692965812768+0.00011957507638985041j),(0.002067227213009861+6.734109323785424e-11j),(-0.986543521703753+0.11519502820492569j),(0.0005428167274441377-4.741748201221455e-05j),(-0.0010818839690827867+3.0348807660005795e-11j)
DS-p,1e-11,51,35.0,35.0,106.5,2.0,1.5707963267948966,0.7853981633974483,(-3.8818908140031416e-08+2.8900872197160088e-08j),(6.814706210792054e-08+6.62988356334322e-11j),(-0.9210057237050939-0.314318557545873j),(0.0004666804047652566+0.00027101954409577836j),(-0.000983833132471211+1.5382971278055346e-11j),(-0.94514857732757+0.20251190109617406j),(-0.0010791623125511844+0.00011923910945575884j),(0.00206356328473036+6.712006862485312e-11j),(-0.9865686513256628+0.11508892335029844j),(0.0005418047638682949-4.728450898188342e-05j),(-0.0010798740673788852+3.021351434532098e-11j)
DS-p,1e-11,51,35.0,35.0,106.6,2.0,1.5707963267948966,0.7853981633974483,(-3.8699813798004357e-08+2.8766006985279924e-08j),(6.789104976465121e-08+6.604062156501841e-11j),(-0.9211501342598212-0.31405012525933573j),(0.00046594845818878454+0.000270286106270948j),(-0.0009821825527631736+1.523080794815112e-11j),(-0.9452487212697522+0.202340236097413j),(-0.0010771608874923788+0.00011890439937161171j),(0.002059908877769771+6.686283352193289e-11j),(-0.9865937107379228+0.11498301182886272j),(0.0005407956226820103-4.715203291141487e-05j),(-0.0010778697397422817+3.0044980935258906e-11j)
DS-p,1e-11,51,35.0,35.0,106.7,2.0,1.5707963267948966,0.7853981633974483,(-3.858101732534536e-08+2.8632722090873863e-08j),(6.763661659046905e-08+6.573365992828426e-11j),(-0.9212941528009801-0.31378212343544687j),(0.0004652180489230374+0.00026955528429927086j),(-0.0009805359067996955+1.5044862504058115e-11j),(-0.9453485938495064+0.20216884260286092j),(-0.0010751650028632993+0.0001185709392042631j),(0.0020562639585292985+6.655737583182633e-11j),(-0.9866187002014472+0.11487729311766423j),(0.000539789291872133-4.702005296709083e-05j),(-0.0010758709670688881+2.9844200828577086e-11j)
DS-p,1e-11,51,35.0,35.0,106.8,2.0,1.5707963267948966,0.7853981633974483,(-3.846313486460806e-08+2.8501572170089307e-08j),(6.738339518828906e-08+6.539909901990945e-11j),(-0.9214377807319388-0.31351455112940035j),(0.00046448917306339196+0.0002688270676890238j),(-0.000978893183359586+1.482879677600615e-11j),(-0.9454481960357846+0.20199772003295796j),(-0.0010731746383426943+0.00011823872460155899j),(0.002052628494535646+6.622442577314316e-11j),(-0.9866436199757561+0.11477176669666811j),(0.0005387857604733891-4.688856527498408e-05j),(-0.0010738777296762292+2.962690307406675e-11j)
DS-p,1e-11,51,35.0,35.0,106.9,2.0,1.5707963267948966,0.7853981633974483,(-3.835133369906041e-08+2.8387390834695714e-08j),(6.713126750323983e-08+6.454859028427576e-11j),(-0.9215810194505273-0.3132474073982609j),(0.0004637618250200176+0.0002681014620333469j),(-0.000977254371091807+1.4272162793292681e-11j),(-0.9455475287939982+0.20182686781021955j),(-0.00107118977334094+0.00011790775097520606j),(0.002049002473765065+6.537721168187335e-11j),(-0.9866684703196644+0.11466643204720378j),(0.0005377850167057781-4.675758177907427e-05j),(-0.0010718900069806503+2.905960446658639e-11j)
DS-p,1e-11,51,35.0,35.0,107.0,2.0,1.5707963267948966,0.7853981633974483,(-3.823471383945787e-08+2.8259947740423563e-08j),(6.688095806166305e-08+6.413638134023498e-11j),(-0.9217238703478443-0.3129806913044203j),(0.00046303600614079794+0.00026737842079034286j),(-0.0009756194577131908+1.39930106473206e-11j),(-0.945646593084955+0.20165628535544183j),(-0.0010692103883921562+0.00011757800854170827j),(0.0020453858256015613+6.496715696694765e-11j),(-0.9866932514901372+0.11456128865276695j),(0.0005367870535113589-4.662707339529639e-05j),(-0.0010699077785744316+2.87846562905118e-11j)
DS-p,1e-11,51,35.0,35.0,107.1,2.0,1.5707963267948966,0.7853981633974483,(-3.8118641583484436e-08+2.8134730661530383e-08j),(6.663236309760456e-08+6.37101526293081e-11j),(-0.9218663348090433-0.3127144019097962j),(0.0004623117108215648+0.00026665795073432894j),(-0.0009739884319476741+1.3699982317365106e-11j),(-0.9457453898653501+0.20148597209356867j),(-0.001067236462710848+0.00011724949425347651j),(0.0020417785379224142+6.454269947254338e-11j),(-0.9867179637434839+0.11445633599819488j),(0.000535791859196777-4.649705048687157e-05j),(-0.0010679310243542663+2.849476822047463e-11j)
DS-p,1e-11,51,35.0,35.0,107.2,2.0,1.5707963267948966,0.7853981633974483,(-3.8003695568972207e-08+2.801100534334522e-08j),(6.638441669114259e-08+6.324004279629402e-11j),(-0.9220084142125832-0.31244853827891844j),(0.0004615889350061374+0.0002659400398564325j),(-0.0009723612832666442+1.3376264231975927e-11j),(-0.9458439200868792+0.20131592745009963j),(-0.0010652679771527215+0.00011692220191354252j),(0.0020381805785070605+6.407494349247198e-11j),(-0.9867426073338907+0.11435157357045747j),(0.0005347994231232923-4.6367511349228435e-05j),(-0.0010659597244748941+2.818104282320969e-11j)
DS-p,1e-11,51,35.0,35.0,107.3,2.0,1.5707963267948966,0.7853981633974483,(-3.7889928559270425e-08+2.788904649234092e-08j),(6.61371829576568e-08+6.272953761954732e-11j),(-0.9221501099313316-0.3121830994793603j),(0.00046086767526413476+0.0002652246772883724j),(-0.0009707380003383531+1.301794177764785e-11j),(-0.9459421846979017+0.20114615085161278j),(-0.0010633049117974164+0.00011659612626976294j),(0.002034591915832877+6.356671860198648e-11j),(-0.9867671825152344+0.11424700085798048j),(0.0005338097349977602-4.623845341169717e-05j),(-0.0010639938592476106+2.7831517267466973e-11j)
DS-p,1e-11,51,35.0,35.0,107.4,2.0,1.5707963267948966,0.7853981633974483,(-3.777726674189519e-08+2.7768837625175014e-08j),(6.589070723587998e-08+6.221557909132201e-11j),(-0.9222914233319611-0.31191808458095777j),(0.00046014792828200264+0.00026451185184791343j),(-0.000969118571698846+1.2653018589005496e-11j),(-0.9460401846423728+0.2009766417259906j),(-0.0010613472466808604+0.0001162712616530736j),(0.0020310125189221834+6.305533963558501e-11j),(-0.9867916895398136+0.11414261735132764j),(0.0005328227849067876-4.6109874355074795e-05j),(-0.0010620334085168588+2.747928134110422e-11j)
DS-p,1e-11,51,35.0,35.0,107.5,2.0,1.5707963267948966,0.7853981633974483,(-3.7665730208413795e-08+2.7650224282936564e-08j),(6.564495178516816e-08+6.165678934876889e-11j),(-0.9224323557753695-0.3116534926553992j),(0.0004594296906482928+0.00026380155229465503j),(-0.0009675029861036036+1.2256646778090709e-11j),(-0.9461379208601538+0.2008073995029441j),(-0.0010593949622516724+0.00011594760235369289j),(0.0020274423565531715+6.249892061797783e-11j),(-0.9868161286590733+0.11403842254298699j),(0.0005318385626797845-4.598177206441723e-05j),(-0.0010600783526375805+2.7095190390447994e-11j)
DS-p,1e-11,51,35.0,35.0,107.6,2.0,1.5707963267948966,0.7853981633974483,(-3.755248623171781e-08+2.751599993949111e-08j),(6.53959960385253e-08+6.099501693401408e-11j),(-0.9225729093423201-0.31138932302249434j),(0.00045871295905072426+0.0002630937496240929j),(-0.0009658912368400302+1.1733254144416738e-11j),(-0.9462353950268926+0.20063842377007277j),(-0.0010574480478802127+0.00011562512682476104j),(0.002023881395513934+6.182953909263402e-11j),(-0.9868405009290752+0.11393441602023355j),(0.000530857062907477-4.5854132855853175e-05j),(-0.0010581286759985768+2.702426140660837e-11j)
DS-p,1e-11,51,35.0,35.0,107.7,2.0,1.5707963267948966,0.7853981633974483,(-3.7442231860113084e-08+2.7397896708303282e-08j),(6.515190991221442e-08+6.038016920016062e-11j),(-0.92271308400961-0.3111255742942428j),(0.00045799773040955567+0.00026238846583729594j),(-0.0009642833033765355+1.1281827684634943e-11j),(-0.9463326066755327+0.2004697136630078j),(-0.0010555064669279315+0.00011530385883349713j),(0.002020329609981086+6.12164981499327e-11j),(-0.9868648050753552+0.11383059710255963j),(0.0005298782672930047-4.5726976259795934e-05j),(-0.0010561843512125694+2.664677667999059e-11j)
DS-p,1e-11,51,35.0,35.0,107.8,2.0,1.5707963267948966,0.7853981633974483,(-3.754156412474896e-08+2.721775351974265e-08j),(6.46973955954061e-08+6.152363037907856e-11j),(-0.9228528818241502-0.31086224578827093j),(0.0004572837944803419+0.0002616856501454687j),(-0.0009626793734611658+1.2501115606895137e-11j),(-0.9464295574509201+0.2003012687668845j),(-0.0010535704123370501+0.00011498384268967057j),(0.0020167867617825463+6.246349071712319e-11j),(-0.9868890421279061+0.1137269653780206j),(0.0005289019378073613-4.560027221631787e-05j),(-0.0010542455924036093+2.7744738536362686e-11j)
