form,rtol,N,a,omega,phi,onsite,O-3,O-2,O-1,O,O+1,O+2,O+3,N1-3,N1-2,N1-1,N1+1,N1+2,N1+3,N2-2,N2-1,N2,N2+1,N2+2,N3-2,N3-1,N3+1,N3+2,N4-1,N4,N4+1,N5-1,N5+1,N6
SS-p,1e-11,51,15,9.4,0,0,(0.0002095655267540281-2.3922300003998985e-11j),(-0.005477565312429289-2.003851191236311e-11j),(0.115895796331568-1.1259932952907797e-11j),(-0.22123825344770717-4.416184238975884e-11j),(0.11589579633166538-1.1259932952907884e-11j),(-0.00547756531219184-2.0038511912362495e-11j),(0.00020956552711194932-2.3922300003997382e-11j),(-0.9999203108860222-2.633516995198554e-11j),(-0.9875073281294805-3.076677644272842e-11j),(-0.4035900027947125-6.738832756230936e-11j),(-0.4035900027947141+7.910162213815729e-11j),(-0.9875073281295138+2.8553091212873637e-11j),(-0.9999203108859931+2.7456423903340603e-11j),(0.0032018019552145977-1.599358862150301e-11j),(-0.1326239736170603+1.402628540970461e-11j),(0.11589579633161909-6.438290395502551e-12j),(-0.13262397361702505+1.2680021817664262e-11j),(0.0032018019553729073+8.424761065542645e-12j),(0.0024139592378724785-4.8694832772838445e-11j),(0.012492671864978797-3.088696692124833e-11j),(0.01249267186496728+2.8433343775074906e-11j),(0.0024139592378960733+4.562909867654219e-11j),(0.003201801955290376+1.8829088539357834e-11j),(-0.005477565312304907-6.686823962086345e-12j),(7.96891039673319e-05+2.7284976768099094e-11j),(7.968910397154402e-05-2.6509015342228705e-11j),(0.012492671864978797-3.088696692124833e-11j),(0.00020956552693843838-5.826091673313333e-12j)
SS-p,1e-11,51,15,9.5,0,0,(0.00020038826154702565-2.3875211358262163e-11j),(-0.005348377908589613-2.0067904703632403e-11j),(0.1167924173565037-1.1216794601166582e-11j),(-0.22327263610009637-4.2934862563263445e-11j),(0.11679241735653943-1.1216794601165535e-11j),(-0.005348377908467828-2.006790470362942e-11j),(0.00020038826173993964-2.387521135825568e-11j),(-0.9999240404421277-2.6850835987448075e-11j),(-0.9878670969550709-3.139531854380541e-11j),(-0.4138706776069325-6.666227391343771e-11j),(-0.41387067760691426+7.788246104657678e-11j),(-0.9878670969550157+2.9331806643434317e-11j),(-0.999924040441987+2.7994600675281363e-11j),(0.003139762674050748-1.4811587668354038e-11j),(-0.13076601751263348+1.5759725240704484e-11j),(0.11679241735652168-6.509594074348695e-12j),(-0.13076601751260786+1.024553386911086e-11j),(0.003139762674135953+7.1837689071680135e-12j),(0.002326806965897425-5.022832908247174e-11j),(0.012132903039554617-3.171118135130177e-11j),(0.012132903039556676+2.901676261728865e-11j),(0.0023268069659249206+4.701718396242454e-11j),(0.003139762674088629+1.9840998636520668e-11j),(-0.005348377908530979-6.8911933693398775e-12j),(7.595954817130371e-05+2.7146715169682488e-11j),(7.595954816723145e-05-2.7701794912761142e-11j),(0.012132903039554617-3.171118135130177e-11j),(0.00020038826163421746-5.936542517392848e-12j)
SS-p,1e-11,51,15,9.6,0,0,(0.0001916071881485341-2.403249425813207e-11j),(-0.005221089452117518-2.024326206794967e-11j),(0.11757942918488797-1.1294743295304993e-11j),(-0.2250847191702495-4.159811532400038e-11j),(0.11757942918488251-1.1294743295305957e-11j),(-0.005221089452172225-2.0243262067952773e-11j),(0.0001916071880358521-2.40324942581377e-11j),(-0.9999275961179551-2.6874897996267435e-11j),(-0.9882169895631218-3.1847626861990484e-11j),(-0.4239449647691226-6.468484555428296e-11j),(-0.4239449647691353+7.543554632889801e-11j),(-0.9882169895632007+2.995321116784835e-11j),(-0.9999275961181271+2.8090567370178234e-11j),(0.0030776255566048838-1.363247348997146e-11j),(-0.12892915880908154+1.9069067983892057e-11j),(0.11757942918488158-6.3873424870175715e-12j),(-0.12892915880909742+6.241061300432707e-12j),(0.0030776255565614454+5.74749013562641e-12j),(0.0022428729028215865-4.980085842761103e-11j),(0.011783010431485448-3.179892204813177e-11j),(0.011783010431481564+3.0001213858149436e-11j),(0.002242872902789752+4.6985474284752185e-11j),(0.003077625556586529+2.1555100681918985e-11j),(-0.005221089452143979-6.5335405413129564e-12j),(7.240387225623292e-05+2.8136295441398338e-11j),(7.240387226087135e-05-2.682710377510835e-11j),(0.011783010431485448-3.179892204813177e-11j),(0.00019160718810266476-5.471703128025278e-12j)
SS-p,1e-11,51,15,9.7,0,0,(0.00018320905119113782-2.3987127962421142e-11j),(-0.005095819167123034-2.0276409886250945e-11j),(0.1182625517299015-1.1312287661738677e-11j),(-0.22668568264574515-4.0541605993367646e-11j),(0.11826255172997538-1.1312287661737835e-11j),(-0.0050958191669202325-2.0276409886247607e-11j),(0.0001832090515508562-2.3987127962413856e-11j),(-0.9999309848011846-2.76619869979783e-11j),(-0.9885571289590839-3.287519048475237e-11j),(-0.43381572417562764-6.463529062491548e-11j),(-0.43381572417561837+7.491056290506232e-11j),(-0.9885571289590496+3.109584203495831e-11j),(-0.9999309848010345+2.888179674827632e-11j),(0.0030155474898942492-1.2001878285145381e-11j),(-0.12711406376753048+2.1736616104188082e-11j),(0.11826255172994037-6.370156110686152e-12j),(-0.12711406376749046+2.9068602774229596e-12j),(0.0030155474900340267+4.136292055714124e-12j),(0.002162060492057171-5.1456040718353136e-11j),(0.011442871035673832-3.310511507309239e-11j),(0.011442871035668068+3.0867392521373245e-11j),(0.0021620604920957066+4.849405959703881e-11j),(0.003015547489961895+2.3074033025008377e-11j),(-0.005095819167016836-6.552372854746124e-12j),(6.901518938079508e-05+2.835520990693782e-11j),(6.901518938122876e-05-2.8190318778492356e-11j),(0.011442871035673832-3.310511507309239e-11j),(0.0001832090513807291-5.415172271030184e-12j)
SS-p,1e-11,51,15,9.8,0,0,(0.00017518039403844075-2.3873592518925944e-11j),(-0.004972667037414079-2.0230973829056784e-11j),(0.11884729405953956-1.1301503379540063e-11j),(-0.22808632256719696-3.945581555849054e-11j),(0.11884729405950414-1.1301503379539962e-11j),(-0.004972667037494612-2.023097382905651e-11j),(0.0001751803939029666-2.3873592518926632e-11j),(-0.9999342133000453-2.7906982637158517e-11j),(-0.9888876551831702-3.340710029972755e-11j),(-0.44348592248917557-6.395238960489945e-11j),(-0.44348592248916985+7.391868651795157e-11j),(-0.988887655183129+3.1804651544130554e-11j),(-0.9999342132999987+2.920167177630311e-11j),(0.0029536685193589274-1.0912631967496363e-11j),(-0.1253213048729748+2.3752592263830018e-11j),(0.11884729405952105-6.633160076542693e-12j),(-0.12532130487298454+9.122608132529986e-14j),(0.0029536685193024717+2.9725005723628784e-12j),(0.00208427287615695-5.169523999934534e-11j),(0.011112344811716192-3.335903896287967e-11j),(0.011112344811722925+3.1852759765143593e-11j),(0.0020842728761599188+4.878642588459137e-11j),(0.00295366851932979+2.3561605731614514e-11j),(-0.004972667037459402-7.174308209757006e-12j),(6.578669071669908e-05+2.929015962571139e-11j),(6.578669071302494e-05-2.7817172413105297e-11j),(0.011112344811716192-3.335903896287967e-11j),(0.00017518039396082743-6.247745812736374e-12j)
SS-p,1e-11,51,15,9.9,0,0,(0.00016750767879040177-2.402286045688316e-11j),(-0.00485171567617293-2.0353386205920264e-11j),(0.11933895460546669-1.1347493232176917e-11j),(-0.22929704799998096-3.863184681632095e-11j),(0.11933895460548863-1.1347493232176562e-11j),(-0.004851715676054554-2.035338620591945e-11j),(0.0001675076790466942-2.4022860456881668e-11j),(-0.9999372883169151-2.8278183945379073e-11j),(-0.9892087228234769-3.3653031312518555e-11j),(-0.4529586189104239-6.275573918591435e-11j),(-0.4529586189104181+7.230593265371656e-11j),(-0.989208722823466+3.215031570288977e-11j),(-0.9999372883168727+2.9614926174825516e-11j),(0.002892113229099088-1.1389910805066236e-11j),(-0.12355136814212075+2.3087368259935175e-11j),(0.1193389546054769-6.5402486199175436e-12j),(-0.12355136814210786+2.669972622383803e-13j),(0.0028921132291996584+3.3660245301759264e-12j),(0.002009413330067287-5.3157942121845916e-11j),(0.010791277171445325-3.37449417458458e-11j),(0.010791277171445497+3.205984398361145e-11j),(0.0020094133300847515+5.028120924787345e-11j),(0.002892113229140185+2.341643735296112e-11j),(-0.0048517156761212574-7.000306995103679e-12j),(6.271167394179128e-05+2.9339825361565087e-11j),(6.271167393927832e-05-2.855613319262031e-11j),(0.010791277171445325-3.37449417458458e-11j),(0.0001675076789040498-5.974035591250432e-12j)
SS-p,1e-11,51,15,10.0,0,0,(0.000160177393014435-2.4141600370366623e-11j),(-0.0047330320330715965-2.051239972394074e-11j),(0.11974262251577925-1.1404780322300441e-11j),(-0.23032788051902991-3.782976480121617e-11j),(0.11974262251575399-1.1404780322301795e-11j),(-0.004733032033180058-2.0512399723944757e-11j),(0.0001601773928353243-2.414160037037411e-11j),(-0.9999402164148953-2.8311778599899588e-11j),(-0.9895204987418095-3.37911382777229e-11j),(-0.4622369517078797-6.216524014869106e-11j),(-0.4622369517079022+7.151228090924689e-11j),(-0.989520498741903+3.243295590665768e-11j),(-0.999940216415111+2.970113724543284e-11j),(0.002830992036797071-1.1225082766736326e-11j),(-0.12180465994309747+2.4536452078125335e-11j),(0.11974262251576677-6.575283729112173e-12j),(-0.1218046599431256-1.6290700077472335e-12j),(0.0028309920367158427+2.9440305750277762e-12j),(0.0019373856882014193-5.346235057526566e-11j),(0.010479501253119456-3.347855690981257e-11j),(0.010479501253112618+3.27459998884144e-11j),(0.0019373856881556907+5.0918163009419386e-11j),(0.002830992036758284+2.389902422801412e-11j),(-0.004733032033125539-6.960233888062852e-12j),(5.978357592788491e-05+3.042140003529051e-11j),(5.978357593897218e-05-2.7591841342271244e-11j),(0.010479501253119456-3.347855690981257e-11j),(0.00016017739292587368-5.656847303416008e-12j)
SS-p,1e-11,51,15,10.1,0,0,(0.0001531761328211103-2.3872740591087322e-11j),(-0.004616668972590309-2.0367401049430958e-11j),(0.12006317996165874-1.1377523752216476e-11j),(-0.2311884558518758-3.691103942373744e-11j),(0.12006317996172133-1.1377523752214896e-11j),(-0.004616668972397328-2.0367401049425478e-11j),(0.00015317613316238022-2.3872740591076624e-11j),(-0.9999430040063709-2.870081972593428e-11j),(-0.9898231600430122-3.432647368002375e-11j),(-0.47132412555439246-6.173171929203701e-11j),(-0.47132412555436437+7.046596128099756e-11j),(-0.9898231600428993+3.302507312516763e-11j),(-0.9999430040060955+3.003451648109495e-11j),(0.0027704023938322775-9.446484179260377e-12j),(-0.12008151337034181+2.6281794588147407e-11j),(0.12006317996168658-6.693515716161205e-12j),(-0.12008151337029384-4.320682798680674e-12j),(0.0027704023939643134+1.3276524800395837e-12j),(0.0018680946715613866-5.4822874149789816e-11j),(0.010176839952167041-3.4594500777844026e-11j),(0.010176839952170866+3.275765898921796e-11j),(0.001868094671622572+5.185431162863311e-11j),(0.002770402393891169+2.4884067757779598e-11j),(-0.004616668972500001-7.398518082031575e-12j),(5.699598499831859e-05+2.933944037747115e-11j),(5.699598498864187e-05-2.939723796329282e-11j),(0.010176839952167041-3.4594500777844026e-11j),(0.0001531761329861617-6.519946476531228e-12j)
SS-p,1e-11,51,15,10.2,0,0,(0.0001464906721902911-2.3958264988024648e-11j),(-0.004502666721391879-2.0453981546544366e-11j),(0.12030530524856806-1.1458481715319255e-11j),(-0.23188802737102068-3.604998248292042e-11j),(0.1203053052485454-1.1458481715320142e-11j),(-0.004502666721471151-2.045398154654766e-11j),(0.00014649067207885447-2.3958264988031227e-11j),(-0.9999456573345072-2.8990921349306786e-11j),(-0.9901168922258111-3.519210479784343e-11j),(-0.4802233996415077-6.069363661400732e-11j),(-0.4802233996415122+6.926054085704313e-11j),(-0.9901168922258548+3.4065449779369465e-11j),(-0.9999456573346632+3.040924595430081e-11j),(0.002710429897586173-6.929173509770709e-12j),(-0.11838219420366043+3.1485670193019256e-11j),(0.12030530524855676-6.715672437982134e-12j),(-0.11838219420367727-1.0117879696545544e-11j),(0.0027104298975278367-1.366591391575246e-12j),(0.001801446202983377-5.4178170811684015e-11j),(0.009883107769363944-3.509135779027134e-11j),(0.009883107769363917+3.4167617866134135e-11j),(0.0018014462029538984+5.1533354924946484e-11j),(0.002710429897554894+2.765915592667674e-11j),(-0.00450266672143367-7.207428413794505e-12j),(5.4342656785714765e-05+3.063619822800802e-11j),(5.4342656787892494e-05-2.8767592974329717e-11j),(0.009883107769363944-3.509135779027134e-11j),(0.00014649067213223918-6.028043768435528e-12j)
SS-p,1e-11,51,15,10.3,0,0,(0.00014010801954248794-2.4111834439333505e-11j),(-0.004391054189163661-2.0586075289172823e-11j),(0.12047347660396786-1.1528675178719269e-11j),(-0.2324354711527981-3.5412246086279896e-11j),(0.12047347660399775-1.1528675178719498e-11j),(-0.0043910541891003544-2.0586075289173317e-11j),(0.00014010801966063974-2.4111834439333805e-11j),(-0.9999481824589357-2.939977397563552e-11j),(-0.9904018875385431-3.545166169904035e-11j),(-0.48893807658880023-5.95674000660302e-11j),(-0.4889380765887984+6.781867085408085e-11j),(-0.9904018875385624+3.438438770118323e-11j),(-0.999948182458985+3.084646693460726e-11j),(0.0026511493286022615-7.537553804079421e-12j),(-0.11670690646164016+3.053792875274903e-11j),(0.12047347660398286-6.62984777714753e-12j),(-0.11670690646162746-9.634725423304448e-12j),(0.002651149328646105-8.721721840826282e-13j),(0.0017373476546654722-5.5435967716381814e-11j),(0.00959811245669034-3.551584644474055e-11j),(0.009598112456686318+3.432093785426358e-11j),(0.0017373476546616814+5.2771212732016796e-11j),(0.002651149328616035+2.7599087018539528e-11j),(-0.004391054189136503-6.8413543852791116e-12j),(5.181753249065119e-05+3.0709410705696246e-11j),(5.181753249312686e-05-2.95366565401766e-11j),(0.00959811245669034-3.551584644474055e-11j),(0.00014010801959222035-5.28372885798743e-12j)
SS-p,1e-11,51,15,10.4,0,0,(0.00013401546482006086-2.3962465993177575e-11j),(-0.0042818501813432705-2.052279950481427e-11j),(0.12057197651816585-1.1532530817402235e-11j),(-0.23283929233448075-3.470672618247841e-11j),(0.12057197651816413-1.1532530817401379e-11j),(-0.004281850181292899-2.0522799504812034e-11j),(0.00013401546494334332-2.3962465993174373e-11j),(-0.9999505852522571-2.934048307678152e-11j),(-0.9906783434914921-3.5672688968586775e-11j),(-0.49747149212189024-5.876254007058816e-11j),(-0.49747149212187064+6.677801062714491e-11j),(-0.9906783434913947+3.475312485750576e-11j),(-0.9999505852521041+3.085359792971e-11j),(0.0025926256084622856-6.156925275499347e-12j),(-0.11505579758801193+3.318335699499684e-11j),(0.12057197651816326-6.962935299600033e-12j),(-0.11505579758799778-1.30788242641444e-11j),(0.0025926256085052235-2.3764614304235977e-12j),(0.0016757080690786496-5.538394503056942e-11j),(0.009321656503892484-3.545913733691509e-11j),(0.00932165650390077+3.4967560658416274e-11j),(0.001675708069120009+5.280720525811449e-11j),(0.0025926256084825077+2.817124473554319e-11j),(-0.004281850181323588-7.691347999279934e-12j),(4.9414739469813085e-05+3.1373738203994026e-11j),(4.9414739462112214e-05-2.8820533640438542e-11j),(0.009321656503892484-3.545913733691509e-11j),(0.00013401546487373423-6.642151577849999e-12j)
SS-p,1e-11,51,15,10.5,0,0,(0.00012820061358699165-2.390768383560623e-11j),(-0.0041750645050729965-2.0499941212815954e-11j),(0.12060489653164513-1.157366881910186e-11j),(-0.2331076325704319-3.4085300736660516e-11j),(0.12060489653164302-1.1573668819101227e-11j),(-0.004175064505108967-2.0499941212814274e-11j),(0.0001282006135233981-2.3907683835602534e-11j),(-0.9999528713900625-2.956226656014153e-11j),(-0.9909464615396406-3.601397127881121e-11j),(-0.5058270055093479-5.820203931238468e-11j),(-0.5058270055093377+6.581844208385053e-11j),(-0.9909464615396066+3.515627404785131e-11j),(-0.9999528713899802+3.103353186306255e-11j),(0.0025349146846282908-4.4392456757782296e-12j),(-0.11342896328001212+3.5865558508624514e-11j),(0.12060489653163874-6.8295107785603745e-12j),(-0.11342896328000888-1.6238188961305342e-11j),(0.002534914684590061-3.970552891928809e-12j),(0.001616438335380668-5.6228795319923345e-11j),(0.009053538455823603-3.604308302100725e-11j),(0.009053538455827554+3.512601257447951e-11j),(0.0016164383353863008+5.370325972425613e-11j),(0.002534914684602873+3.004210776141379e-11j),(-0.0041750645051021485-7.220266765632692e-12j),(4.712860183570325e-05+3.1014619239820554e-11j),(4.712860183142087e-05-2.957977217997218e-11j),(0.009053538455823603-3.604308302100725e-11j),(0.0001282006135480224-5.814531107468838e-12j)
SS-p,1e-11,51,15,10.6,0,0,(0.0001226514162001521-2.4001381238575772e-11j),(-0.004070698972772792-2.0595380838198274e-11j),(0.12057614238281557-1.1658716911753155e-11j),(-0.23324827836963885-3.345817990201378e-11j),(0.1205761423827858-1.1658716911753358e-11j),(-0.004070698972830767-2.059538083819994e-11j),(0.0001226514161054247-2.4001381238578874e-11j),(-0.999955046344877-2.949399166517348e-11j),(-0.9912064458934366-3.604533919017921e-11j),(-0.5140079907211637-5.782533401744729e-11j),(-0.5140079907211632+6.533622362337015e-11j),(-0.9912064458934684+3.5337711002825017e-11j),(-0.9999550463449697+3.1043763500477323e-11j),(0.002478064353001749-4.165002195537856e-12j),(-0.11182645198647972+3.6895962309146435e-11j),(0.12057614238280442-6.90836008655074e-12j),(-0.1118264519864986-1.784326444128879e-11j),(0.002478064352968898-4.46119259554088e-12j),(0.0015594513574759823-5.6141513249031177e-11j),(0.008793554102040016-3.578288990437742e-11j),(0.008793554102045003+3.560111503228298e-11j),(0.001559451357450494+5.382941494065596e-11j),(0.0024780643529919676+3.0437818256333444e-11j),(-0.00407069897279452-7.298838225498215e-12j),(4.4953647020340654e-05+3.1657283303825616e-11j),(4.4953647017016056e-05-2.88816920857618e-11j),(0.008793554102040016-3.578288990437742e-11j),(0.00012265141616474558-5.9887891536362875e-12j)
SS-p,1e-11,51,15,10.7,0,0,(0.00011735618791099158-2.4154155011484575e-11j),(-0.003968748326441018-2.071870988018631e-11j),(0.12048943942661282-1.1745487412482765e-11j),(-0.23326867015839675-3.3058654040823385e-11j),(0.12048943942659313-1.1745487412483967e-11j),(-0.003968748326537583-2.0718709880189418e-11j),(0.00011735618772861929-2.4154155011489496e-11j),(-0.9999571153839835-2.9744766376509884e-11j),(-0.9914585024836692-3.6277937729711247e-11j),(-0.5220178283173759-5.696056822464651e-11j),(-0.5220178283174034+6.416056513688809e-11j),(-0.9914585024837826+3.5573894848771945e-11j),(-0.9999571153841804+3.1317720189861076e-11j),(0.0024221150094762473-4.496699927531726e-12j),(-0.11024826909982355+3.668707690087349e-11j),(0.1204894394266118-6.999387371675781e-12j),(-0.11024826909985132-1.8176142313685466e-11j),(0.0024221150094092185-4.257033438826802e-12j),(0.0015046621480574378-5.7298314295400434e-11j),(0.00854149751181428-3.6229212544708984e-11j),(0.008541497511803+3.562229601472105e-11j),(0.001504662148002823+5.476274347983691e-11j),(0.002422115009455139+3.019946237818644e-11j),(-0.003968748326469479-7.51411075380243e-12j),(4.2884607922840734e-05+3.1439094344739654e-11j),(4.288460793621372e-05-2.9622958308586175e-11j),(0.00854149751181428-3.6229212544708984e-11j),(0.0001173561878455331-6.426716224565268e-12j)
